slug,name,location,bio,is_resident,profile_image_url,instagram_url,soundcloud_url,spotify_url,youtube_url,mixcloud_url,website_url,aliases
gene-hunt,Gene Hunt,,"Gene Hunt is truly one of Chicago’s Pioneers in the house music industry since the early 80s. He has been one of the top jocks moving and educating crowds and music lovers for the past 25 years of his career. Playing at the hottest venues around the world such as The Music Box, Medusas, Green Dolphin, Smart Bar, Metro, the Mid, XOXO – UK, Hectors Lounge – Scotland, Dimensions Festival – Croatia, Field Maneuvers – Oxford UK, 212 – Leeds and many more. This legend has worked with some of the heaviest hitters in the game, such as, Ron Hardy, Frankie Knuckles, Farley Jack Master Funk, and Kenny Dope of M.A.W. Gene’s first EP in 1987; Living in the land was released on an old classic label where Chicago house music was exposed called Traxx. He then moved onto several UK labels such as, Djax, Hybrid, Mc Projects, Step 2 House, Svek and Rush hour where he made is mark abroad. Mr. Hunt has released his albums “In Sound” on Little Angel Recording – Harley & Muscle, and “Seasoned” on Unified Records. He’s recently joined the Aria team for Roland, sat on a panel and was interviewed for his opinion on their Pro-Audio Studio Gear for Music Production products. Gene has appeared as headliner at many festivals such as; Outside Lands, Glastonbury, Firefly, and Coachella in the Heineken Dome and performed at Chicago’s own Summer Dance, down town. Nominated in 2016 and 2 times back to back winner of the NBC Chicago Music Award, Gene was listed as number one in 2011 for top dance album in the United Kingdom, with his “Dance Track Volume One” album. He’s performed at Boiler Room London and Boiler Room Chicago. He won the Global Mix Award, and performed at the Congress Theater who then, was interviewed for the release of the History of House Music Chicago LP CD and DVD. Gene also has a custom line of headphones designed by his very self for some of the top house & hip hop legends in the industry; he was also the apprentice of the late legendary Ron Hardy US Studio, so keep a lookout!",false,https://pub-d0e8a25adf7347f4aa8120dcaed15ac1.r2.dev/djs/gene-hunt.jpg,,,,,,https://ra.co/dj/genehunt,
gene-lee,Gene Lee,,,false,,https://www.instagram.com/genelee_seattle/,,,,,,
geod,GeoD,"Seattle, WA","Long-time participant in the San Francisco underground scene, now residing in Seattle. Plays deep, progressive, tech, and melodic house and techno.",false,https://pub-d0e8a25adf7347f4aa8120dcaed15ac1.r2.dev/djs/geod-960fb835.jpg,,https://soundcloud.com/geo-dj,,,,,
gina-turner,Gina Turner,"New York, NY","New York-born internationally touring DJ, producer, radio host, yoga teacher, and label boss. Voted Best NYC DJ by Village Voice. Releases on Ultra Music, Ministry of Sound, Defected, and more.",false,https://pub-d0e8a25adf7347f4aa8120dcaed15ac1.r2.dev/djs/gina-turner-d831ab2b.jpg,https://www.instagram.com/djginaturner/,https://soundcloud.com/djginaturner,,,,,
ginkgo,Ginkgo,"Portland, OR / Seattle, WA","Ginkgo is Robert Ginkgo, a Portland-linked DJ and co-curator of Believe You Me PDX and Your Sunday Best. His RA history spans Portland and Seattle, while his SoundCloud points to residency work with Believe You Me, Silicon Radio, and Process PDX. His lane is broader Pacific Northwest house culture with a Portland center of gravity: warm, underground, crate-conscious, and built for rooms that like subtle pressure.",false,https://pub-d0e8a25adf7347f4aa8120dcaed15ac1.r2.dev/djs/ginkgo-3842b138.jpg,https://www.instagram.com/ginkgodj/,https://soundcloud.com/ginkgo,,,,,
griffin-grrl,GriffinGrrl,"Seattle, WA","GriffinGrrl is a Seattle DJ and dance-music catalyst with roots in the 1990s Los Angeles rave scene. That history gives her sets a lived-in understanding of rave culture as more than aesthetics: rhythm, release, community, and a willingness to chase the ecstatic edge. Her C89.5 guest-mix presence points to the same thing her local reputation does,an energetic selector who knows how to bring momentum without losing personality. GriffinGrrl brings veteran spark with West Coast muscle and a direct line to why people fell in love with this music in the first place.",false,https://pub-d0e8a25adf7347f4aa8120dcaed15ac1.r2.dev/djs/griffin-grrl-208d081e.jpg,https://www.instagram.com/griffingrrl/,https://soundcloud.com/griffingrrl,,,,,
harmony-soleil,HARMONY SOLEIL,,,false,,,,,,,,
haus-gasm,HAÜS/GASM,"Seattle, WA","HAÜS\\GASM is a queer Seattle DJ project built for house, tech, techno, indie dance, and disco pressure. The name says party, but the lane is sharper than novelty: sweaty, playful club music with enough range to work a Breakfast Club dance floor and enough attitude to keep it from going beige. Their sets move through queer nightlife's best instincts,release, flirtation, rhythm, and a little chaos in the corners. HAÜS\\GASM brings exactly the right temperature: hot, unruly, and aimed at bodies first.",false,https://pub-d0e8a25adf7347f4aa8120dcaed15ac1.r2.dev/djs/haus-gasm-16579cdd.jpg,https://www.instagram.com/hausgasm/,https://soundcloud.com/hausgasm,,,,,HAÜS\GASM|HAUS/GASM|HAUSGASM
hanssen,Hanssen,"Seattle, WA","Seattle electronic music producer and DJ (also known as Jacob London). Co-host of Expansions on KEXP radio, blending electronic and dance genres.",false,https://pub-d0e8a25adf7347f4aa8120dcaed15ac1.r2.dev/djs/hanssen-da85f0aa.jpg,https://www.instagram.com/2hanssen4u/,https://soundcloud.com/hanssen,,,,,
happy-john,Happy John,,,false,,https://www.instagram.com/h4ppy_john/,,,,,,
hazel-zen,Hazel Zen,,,false,,https://www.instagram.com/hazel_zen/,,,,,,
hazelwood,Hazelwood,,,false,,https://www.instagram.com/hazelwood_sounds/,,,,,,
hector-j-rodriguez,Hector J Rodriguez,"Seattle, WA","Seattle-based DJ, producer, and label founder. Active in the Seattle music community, bringing fire to the dance floor at venues throughout the city.",false,https://pub-d0e8a25adf7347f4aa8120dcaed15ac1.r2.dev/djs/3678347a-5ede-448a-b309-d53e6d059492.jpg,https://www.instagram.com/hect0rjr0driguez/,https://soundcloud.com/hectorjrodriguez,,,,,Hector J. Rodriguez|Hector Rodriguez
henry-pope,Henry Pope,,,false,,https://www.instagram.com/henrypope/,,,,,,Henry Pope (L.A.)
hercules-and-love-affair,Hercules & Love Affair,,,false,,https://www.instagram.com/herculesandloveaffair/,,,,,,Hercules & Love Affair (DJ Set)
hollylouyah,HollyLouYah,"Seattle, WA",Seattle DJ and co-host of the Check the Volume weekly Twitch livestream party. Known for indie dance and house music. A longtime fixture in the Seattle electronic music scene with Shameless.,true,https://pub-d0e8a25adf7347f4aa8120dcaed15ac1.r2.dev/djs/hollylouyah_1778786951748.jpg,https://www.instagram.com/hollylouyah/,https://soundcloud.com/hollylouyah,,,,,
hot-pink-shade,Hot Pink Shade,,,false,,https://www.instagram.com/hotpinkshade/,,,,,,
hugo-hernandez,Hugo Hernandez,,,false,,https://www.instagram.com/hugo_hernandez1528/,,,,,,
hyasynth,Hyasynth,"Seattle, WA","Seattle DJ Karen Baskett with deep, soulful, disco-influenced sound. Moved from NYC to Seattle in 2004. Flammable Sundays resident DJ at Chop Suey.",false,https://pub-d0e8a25adf7347f4aa8120dcaed15ac1.r2.dev/djs/hyasynth-71dfdb9b.jpg,https://www.instagram.com/Hyasynth.DJ/,https://soundcloud.com/hyasynth,,,,,
hydef,Hydef,,,false,,https://www.instagram.com/hydef/,,,,,,
hydro-craft,Hydro Craft,,,false,,https://www.instagram.com/hydrocraft206/,,,,,,
hyeonje,Hyeonje,,,false,,https://www.instagram.com/hyeonje._/,,,,,,
i-s-h,I.S.H,"Seattle, WA","Seattle DJ and music producer Ismael Lukata, with Palestinian heritage and Spanish background. Making waves in Seattle's scene with bold, danceable sounds.",false,,https://www.instagram.com/i.s.h_dj/,,,,,,
issa-man,ISSA MAN,,,false,,https://www.instagram.com/issamanofficial/,,,,,,
iain-howie,Iain Howie,,,false,,https://www.instagram.com/iainhowiemusic,,,,,,
idle,Idle,,,false,,https://www.instagram.com/idlesomewhere/,,,,,,
interwave-surfer,Interwave Surfer,,,false,,https://www.instagram.com/madness_mish/,,,,,,
isok,Isok,,,false,,,,,,,,
j-sjlap,J Sjlap,,,false,,,,,,,,
j-justice,J-Justice,,,false,,https://www.instagram.com/j_justice_dj/,,,,,,JJustice
j-sun,J-Sun,,,false,,,,,,,,
j-ervin,J. Ervin,,,false,,,,,,,,
j-sijap,J. Sleep,,,false,,https://www.instagram.com/j._sleep/,,,,,,
j-phlip,J.Phlip,"San Francisco, CA","J.Phlip is Jessica Phillippe, a San Francisco-based DJ and producer who became one of Dirtybird's founding originals and helped carry its bass-heavy, playful house sound around the world. Her résumé includes serious rooms and festivals,Movement Detroit, Coachella, Fabric London, Space Ibiza,but the real point is her instinct for weird, tough, body-jacking records. She can go funky, dark, stripped, or rude without losing the floor's trust. J.Phlip brings West Coast club mischief at expert level: dirty low end, sharp turns, and a selector's refusal to behave.",false,https://pub-d0e8a25adf7347f4aa8120dcaed15ac1.r2.dev/djs/j-phlip-c396da4b.jpg,https://www.instagram.com/j_phlip/,https://soundcloud.com/jphlip,,,,,"J.Phlip (Dirtybird, SF)|J.Philp|J.Phlip"
jame-ervin,JAME$ERVIN,,,false,,,,,,,,Jame$ Ervin
jacki-why,Jacki Why,,,false,https://pub-d0e8a25adf7347f4aa8120dcaed15ac1.r2.dev/djs%2Fjacki-why-7675e7f2.jpg,https://www.instagram.com/jacki.why/,,,,,,
jackson,Jackson (Gallery - Between the Lines),,,false,,,,,,,,
jacob-london,Jacob London,,,false,,,,,,,,
jaderade,Jaderade,,,false,,https://www.instagram.com/jader.ade/,,,,,,
jake-the-rapper,Jake the Rapper,,,false,,,,,,,,
james-flavour,James Flavour,Germany,"James Flavour is Felix Eder, the German DJ and producer best known as one half of Dirt Crew alongside Break 3000. Since the mid-2000s, Dirt Crew's mix of old-school house and new-school techno has earned international dance-floor traction, with releases and remixes tied to labels such as MBF, Moodmusic, Highgrade, Trapez, and their own Dirt Crew Recordings. Flavour's sound carries that label-head sensibility: groovy, sturdy, and built from records that know their way around a sweaty room. James Flavour brings classic European house-techno muscle with enough funk to keep the edges loose.",false,https://pub-d0e8a25adf7347f4aa8120dcaed15ac1.r2.dev/djs/james-flavour-632ce67a.jpg,,https://soundcloud.com/james-flavour,,,,,
james-ervin,James$Ervin,,,false,,,,,,,,JAME$ERVIN (Birthday Set)
jamie-schwabl,Jamie Schwabl,"Seattle, WA","Jamie Schwabl is a Seattle DJ and producer connected to the city's underground through Shameless, Tremulant, and related local circles. Her releases and sets sit in the functional zone where house, techno, and after-hours mood can overlap without announcing every transition. She brings the kind of scene-level presence that matters more than hype: showing up, developing sound, and helping keep the local current moving. Jamie brings focused hometown pressure,clean, grounded, and built for dancers who stay late.",false,https://pub-d0e8a25adf7347f4aa8120dcaed15ac1.r2.dev/djs/jamie-schwabl-ed485665.jpg,https://www.instagram.com/jamieschwabl/,https://soundcloud.com/jamieschwabl,,,,,
jaogaz,Jaogaz,Argentina,"Argentinian house and techno DJ and producer (Juan Ogaz). Has played alongside Tim Green, Lee Burridge, and others. Active in the Seattle and NYC underground scenes.",false,https://pub-d0e8a25adf7347f4aa8120dcaed15ac1.r2.dev/djs/jaogaz-1cbb049e.jpg,https://www.instagram.com/jaogaz/,https://soundcloud.com/jaogaz,,,,,
jared-love,Jared Love,"Vancouver, BC","Jared Love is a Vancouver, BC-based DJ and producer whose music builds on influences ranging from jazz and R\&B to early electronica. Emerging in the early 2010s in Vancouver's burgeoning underground, he earned residencies at staples like Gorg-O-Mish Afterhours and Soma Music Hub. His releases have charted internationally, including collaborations with Jay Tripwire, and he has performed at notable events including opening for Traumer. His hypnotic, groove-driven style is rooted in Vancouver's underground dance floor culture.",false,https://pub-d0e8a25adf7347f4aa8120dcaed15ac1.r2.dev/djs/jared-love-d611846a.jpg,https://www.instagram.com/jaredlovemusic/,https://soundcloud.com/jaredlovemusic,,,,,
jason-code,Jason Code,,,false,,https://www.instagram.com/jasoncode_/,,,,,,
jason-peters,Jason Peters,,"San Francisco DJ, producer, and label boss at Roam Recordings.Jason Peters is a DJ, producer and head of Roam Recordings, a San Francisco imprint defining a distinct corner of underground dance music. For over 25 years, he has run the label and released music, developing a sound rooted in psychedelic, cosmic, Italo and acid-tinged club music. His forward-looking productions, including “Satellites” and “In the Dark,” have reached the upper tiers of Beatport’s charts, while his catalog reflects old-school rave roots with releases on Bay Area institution Wicked Records and UK imprint Hooj Choons. His DJ sets reflect that same arc—blending cosmic disco and hypnotic, psychedelic textures with an intuitive approach shaped by experience—meeting the crowd where they are and guiding them through a cohesive journey. A long-standing presence in the Bay Area, Peters is a regular at the city’s more discerning institutions, including Sunset Sound System, Public Works, Monarch and The Great Northern. He has also recently teamed up with Sirens LA to co-promote a new event series in San Francisco, extending his role in cultivating a community around this sound. Internationally, he has appeared at SundaySunday, CRSSD Festival, Block 9 at Glastonbury, Red Light Radio, Kater Blau and Alfresco Festival.",false,https://pub-d0e8a25adf7347f4aa8120dcaed15ac1.r2.dev/djs/aa58b0ae-b5c8-49b8-a17d-4ded1dba5127.jpg,,https://soundcloud.com/jasonjppeters,,,,https://ra.co/dj/jasonpeters,
jason-woo,Jason Woo,"Seattle, WA","Jason Woo is a Seattle DJ connected to the Studio 4/4 and Monkey Loft circuit, with listings placing him on support bills for Lost Desert, Eli Escobar, Sama' Abdulhadi, Opulent Temple's Sacred Dance, and Shameless' Memorial Day Hijinks. He has appeared alongside Seattle names including Copeland, Ramiro, Zeebo, Brian Lyons, Sean Majors, Fouad Masoud, and Simone BG. His sets bring a polished house and techno sensibility with dependable local support-slot energy.",false,,,,,,,,
jaunt,Jaunt,,,false,,,,,,,,
jay-peeki,Jay Peeki,,,false,,https://www.instagram.com/jaypeeki/,,,,,,
jay-tripwire,Jay Tripwire,,,false,,https://www.instagram.com/jaytripwire/,,,,,,
jeff-samuel,Jeff Samuel,,,false,,https://www.instagram.com/_jeffsamuel_/,,,,,,
jen-woolfe,Jen Woolfe,"Seattle, WA / San Francisco, CA","Jen Woolfe is a Shameless resident with a long arc through Seattle, San Francisco, and back again, carrying deep house and techno with the perspective of someone who has lived in multiple West Coast dance ecosystems. Her sets lean into groove, mood, and the kind of resident-level patience that makes a party feel held instead of merely programmed. She understands Shameless from the inside, which means the selections can serve the room without flattening her personality. Jen brings a trusted hand to the booth: deep, warm, and quietly built for the long haul.",true,https://pub-d0e8a25adf7347f4aa8120dcaed15ac1.r2.dev/djs/jen-woolfe-280cbfc7.jpg,https://www.instagram.com/jenwoolfe/,https://soundcloud.com/jenwoolfe,,,,,Jen Woolfe (Loft)|Jen Woolfe (Mezzanine - Shameless 22 Year Anniversary)
jenn-green,Jenn Green,,,false,https://pub-d0e8a25adf7347f4aa8120dcaed15ac1.r2.dev/djs%2Fjenn-green-aabbd0f2.jpg,https://www.instagram.com/jelrgreen/,,,,,,Jenngreen
jennifer-cardini,"Jennifer Cardini (Correspondant, Dischi, Lisbon)",,,false,,https://www.instagram.com/jennifercardini,,,,,,
jeremy-linden,Jeremy Linden,,,false,,,,,,,,
jeromy-nail,Jeromy Nail,,,false,,https://www.instagram.com/jeromynail/,,,,,,
jersey-girl,Jersey Girl,,,false,,,,,,,,
jesse-leer,Jesse Leer,"Seattle, WA","Seattle native DJ and producer. On Uniting Souls Music, Hood Politics Records, OFDM Records, and Feral One Records. Known for eclectic house, techno, and breaks.",false,https://pub-d0e8a25adf7347f4aa8120dcaed15ac1.r2.dev/djs/jesse-leer-417e3931.jpg,https://www.instagram.com/jleermusic/,https://soundcloud.com/jesseleer,,,,,
jesse-perez,Jesse Perez (Miami),,,false,,,,,,,,
joakim,Joakim,,,false,,,,,,,,
joe-b,Joe B,,,false,,,,,,,,
joe-bellingham,Joe Bellingham,"Seattle, WA","Joe Bellingham is a Seattle DJ, producer, and live electronic act with a long Shameless history, joining the collective in 2009 and performing at Electric Tea Garden and other local rooms. His live-facing work points to a producer and performer rooted in Seattle underground electronic music rather than a straight DJ-only profile.",false,https://pub-d0e8a25adf7347f4aa8120dcaed15ac1.r2.dev/djs/joe-bellingham-c241efc7.jpg,,https://soundcloud.com/joebellingham,,,,,Joe Bellingham|Joe Bellingham Live
joe-burley,Joe Burley,,,false,,,,,,,,
joe-pemberton,Joe Pemberton,"Seattle, WA",Seattle DJ featured in Shameless Audiocast. Active in the Seattle underground electronic music community.,false,https://pub-d0e8a25adf7347f4aa8120dcaed15ac1.r2.dev/djs/joe-pemberton-3e75be26.jpg,,https://soundcloud.com/joe-mixes,,,,,
joel-armstrong,Joel Armstrong,,,false,,,,,,,,
joel-pryde,Joel Pryde,,,false,,https://www.instagram.com/joelpryde/,,,,,,
joey-webb,Joey Webb,"Seattle, WA","San Francisco native now residing in the Seattle area. DJ with 20+ years of dance floor experience across NYC, Houston, SF, and Seattle. Known for cross-genre sets.",false,https://pub-d0e8a25adf7347f4aa8120dcaed15ac1.r2.dev/djs/joey-webb-8cf6782b.jpg,https://www.instagram.com/joeycolumbia/,https://soundcloud.com/joey-webb,,,,,
john-massey,John Massey,,,false,,,,,,,,
john-smith,John Smith,,,false,,,,,,,,
john-tejada,John Tejada,,,false,,https://www.instagram.com/johntejadaofficial/,,,,,,
johnny-monsoon,Johnny Monsoon,,,false,,,,,,,,
jon-cates,Jon Cates,,,false,,,,,,,,
jon-lee,Jon Lee,"Seattle, WA","Jon Lee is a Seattle DJ with roots stretching back to 1994 and a long-running commitment to deep, minimal, and underground house. As the founder of Concepts Records, he has been part of the city's connective tissue between local selectors, producers, and dancers who prefer substance over flash. His releases and mixes keep a steady focus on groove, restraint, and late-night utility,the kind of sound that rewards people who stay on the floor past the obvious moment. Jon Lee brings veteran pressure with a clean hand: patient, deep, and built for rooms that know how to listen while they move.",false,https://pub-d0e8a25adf7347f4aa8120dcaed15ac1.r2.dev/djs/jon-lee-62fad3ad.jpg,,https://soundcloud.com/dj-jonlee,,,,,
jon-lemmon,Jon Lemmon,"Seattle, WA","Jon Lemmon is a Seattle DJ, producer, radio host, and founder of Viva Recordings, one of the city's long-running deep-house institutions. His work around Viva connects label culture, DJ craft, and community programming, keeping Seattle's house pulse steady across clubs, radio, and released music. Behind the decks, Lemmon favors deep, warm, functional grooves that build trust before they build drama. He brings label-head discipline with Northwest looseness: soulful pressure, clean momentum, and a room-first sense of what house music is for.",false,https://pub-d0e8a25adf7347f4aa8120dcaed15ac1.r2.dev/djs/jon-lemmon-0d6ce8fc.jpg,https://www.instagram.com/jon_lemmon/,https://soundcloud.com/jon-lemmon,,,,,
jono,Jono,,,false,,https://www.instagram.com/free_jono/,,,,,,
josh-verse,Josh Verse,"Seattle, WA",Seattle DJ inspired by KCMU's DJ Riz. Active in the Shameless and Seattle underground electronic music community.,false,https://pub-d0e8a25adf7347f4aa8120dcaed15ac1.r2.dev/djs/josh-verse-dd33b08a.jpg,https://www.instagram.com/djverse206/,https://soundcloud.com/verse,,,,,
juan-maclean,Juan Maclean,,,false,,https://www.instagram.com/thejuanmaclean/,,,,,,
julian-o-keefe,Julian O'Keefe,,,false,,,,,,,,
julie-herrera,Julie Herrera,"Seattle, WA","A California native raised in Seattle from age 13, Julie Herrera has been a pillar of Seattle's underground dance culture since taking to the decks in 1996. Her long residency at Re-bar's Flammable night, recognized as the longest-running underground house night in the world at 29+ years and now at Chop Suey, is the stuff of local legend. Her journey spans classic to modern house, techno, tech-house, disco, and afrobeat.",false,https://pub-d0e8a25adf7347f4aa8120dcaed15ac1.r2.dev/djs/810dadff-c06a-477f-a006-9a2404b713de.jpg,https://www.instagram.com/djjulieherrera/,https://soundcloud.com/julie-herrera-music,,,,,
just-beef,Just Beef,,,false,,https://www.instagram.com/dj_justbeef/,,,,,,JustBeef
kj3,KJ3,,,false,,,,,,,,
kadeejah-streets,Kadeejah Streets,"Seattle, WA","Eddie Cuscavage, aka Kadeejah Streets, has been actively contributing to Seattle's underground community for nearly two decades. He is head of the Dirty Ice Crew, which produces events from roller rinks to music festivals, and helps produce DJ Sharlese's monthly radio slot on KEXP's Expansions show. A cult figure in Seattle's underground.",false,https://pub-d0e8a25adf7347f4aa8120dcaed15ac1.r2.dev/djs/274a1144-ae95-434a-b75b-ef98ed4e8b73.jpg,https://www.instagram.com/kadeejahstreets/,https://soundcloud.com/kadeejah-streets,,,,,
kadeem-taves,Kadeem Taves,"Tacoma, WA","Kadeem Rashad, known simply as Kadeem, is a Tacoma-based DJ and student of the game who plays house, techno, and ghettotech. He regularly performs with Viva Recordings and Shameless at Monkey Loft's Reverie Society Sunday day parties, sharing the bill with Rick Preston, Mr. Linden, and Hector J Rodriguez.",false,https://pub-d0e8a25adf7347f4aa8120dcaed15ac1.r2.dev/djs/d213dc06-07a9-4988-93cc-7c9fe336ac82.jpg,https://www.instagram.com/kadeeem__/,https://soundcloud.com/kadeeem,,,,,Taves
karl-kamakahi,Karl Kamakahi,,,false,,https://www.instagram.com/delacreme.life,,,,,,
kaviera,Kaviera,,,false,,https://www.instagram.com/kaviera/,,,,,,
kboogie,Kboogie,,,false,,,,,,,,
keegan-charles,Keegan Charles,,,false,,,,,,,,
kerala-dust,Kerala Dust,,,false,,https://www.instagram.com/keraladust/,,,,,,Kerala Dust (Live)
kevin-knapp,Kevin Knapp,"Oakland, CA","World-touring DJ and co-owner of Plump Records. Known for releases on Hot Creations, Crosstown Rebels, Dirtybird, and more. Regular performer at major festivals.",false,https://pub-d0e8a25adf7347f4aa8120dcaed15ac1.r2.dev/djs/kevin-knapp-ab7bbf79.jpg,https://www.instagram.com/kevinknappofficial/,https://soundcloud.com/kevin-knapp,,,,,
kid-hops,Kid Hops,"Seattle, WA","Seattle DJ and KEXP radio host presenting reggae on Positive Vibrations and electronic music on Expansions. Releases on Hospital Records, Ninja Tune, Get Physical.",false,https://pub-d0e8a25adf7347f4aa8120dcaed15ac1.r2.dev/djs/kid-hops-58c4cc0c.jpg,https://www.instagram.com/kidhops206/,https://soundcloud.com/kexp-kid-hops,,,https://www.mixcloud.com/kidhops/,,Kid Hope
kinda,Kinda,"Seattle, WA","KINDA is a Seattle DJ tied to the Studio 4/4 resident crew, with public mixes on C89.5 and Peculiar Beats. Their SoundCloud also identifies KINDA as one half of Ravennas and one half of Pinky Promise, giving the project a clear local context. The sound points toward Seattle club culture with a taste for house and electronic sets that can work both radio and room.",false,https://pub-d0e8a25adf7347f4aa8120dcaed15ac1.r2.dev/djs/kinda-b8f2ee69.jpg,,https://soundcloud.com/therealkinda,,,,,
kinjo,Kinjo,"Seattle, WA","Macedonia-native and longtime Seattle resident. DJ, producer, promoter, and record label head active in the Pacific Northwest music community.",false,https://pub-d0e8a25adf7347f4aa8120dcaed15ac1.r2.dev/djs/kinjo-6aff8ca3.jpg,,https://soundcloud.com/kinjo,,,,,
konifer,Konifer,"Seattle, WA",Seattle DJ luminary and longtime fixture in the PNW electronic music scene. Active in Innerflight Music and related Seattle underground electronic events.,false,https://pub-d0e8a25adf7347f4aa8120dcaed15ac1.r2.dev/djs/konifer-6e9aa124.jpg,https://www.instagram.com/benja.konifer/,https://soundcloud.com/konifer,,,,,
koppertone,Koppertone,,,false,,https://www.instagram.com/kopper.tone/,,,,,,
korra-the-kid,Korra the Kid,,,false,,https://www.instagram.com/korrathekid/,,,,,,
krista-basis,Krista Basis,,,false,,https://www.instagram.com/djkristabasis/,,,,,,
kyle-douglas,Kyle Douglas,"Seattle, WA","Kyle Douglas is a Chicago-born, Seattle-based DJ and selector with a deep-house center and a mentor's relationship to the local scene. His House Cleaning Records link points to the practical work of keeping house music circulating: sharing records, shaping taste, and helping the next wave understand the culture behind the groove. His sets lean into warmth, swing, and patience rather than cheap impact. Kyle brings caretaker energy with dance-floor purpose,deep crates, clean intent, and a steady hand on the room.",false,https://pub-d0e8a25adf7347f4aa8120dcaed15ac1.r2.dev/djs/kyle-douglas-5c6e45de.jpg,https://www.instagram.com/djkyledouglas/,https://soundcloud.com/housecleaningrecords,,,,,
kylie-mooncakes,Kylie Mooncakes,,,false,,https://www.instagram.com/xmooncakes/,,,,,,
lgsp,LGSP,"Seattle, WA","Seattle DJ and Uniting Souls Music resident. Her exuberance for art is directly tied to her passion for music, playing deep house and electronic music.",false,https://pub-d0e8a25adf7347f4aa8120dcaed15ac1.r2.dev/djs/lgsp-ad4e07c0.jpg,https://www.instagram.com/lgspmusic/,https://soundcloud.com/lgsp-music,,,,,
lp-giobbi,LP Giobbi,,,false,,,,,,,,
la-mala-noche,La Mala Noche,,,false,https://pub-d0e8a25adf7347f4aa8120dcaed15ac1.r2.dev/djs%2Fla-mala-noche-9501a005.jpg,https://www.instagram.com/la_mala_noche/,,,,,,
lace-cadence,Lace Cadence,,,false,,https://www.instagram.com/lacecadence/,,,,,,
lacinato,Lacinato,,,false,,,,,,,,
lacynew,Lacynew,,,false,,,,,,,,
lauer,Lauer,,,false,,https://www.instagram.com/lauerlauer/,,,,,,
lauren-ritter,Lauren Ritter,"New York, NY","Lauren Ritter is a New York-based DJ, producer, and founder of Rift Vision, known for house music that favors groove, patience, and emotional detail over easy peak-time tricks. A longtime presence around the Resolute orbit, she brings the kind of selector discipline that turns a room slowly, letting rhythm and atmosphere do the heavy lifting. Her productions and DJ sets sit in that sweet spot between deep, trippy, and functional,music for dancers who like their hypnosis with a little bite. Lauren is the after-hours compass: elegant pressure, strange corners, and a pulse that keeps unfolding.",false,https://pub-d0e8a25adf7347f4aa8120dcaed15ac1.r2.dev/djs/lauren-ritter-fc2a0b7e.jpg,https://www.instagram.com/djlaurenritter/,https://soundcloud.com/laurenritter,,,,,
leah-york,Leah York,"Seattle, WA","Leah York is a Seattle DJ and producer working across Latin club, techno, groove, reggaeton, perreo, dembow, future house, and Latin house energy. Her public links point to original releases like ""Menealo,"" video sets, and a lane built around movement-first, bilingual, global dance sounds. She is not just playing generic club records; she is pulling Seattle into a sharper Latin electronic conversation. Leah brings color, bounce, and the kind of rhythm that opens up the floor fast.",false,https://pub-d0e8a25adf7347f4aa8120dcaed15ac1.r2.dev/djs/leah-york-2f6f8784.jpg,https://www.instagram.com/leahyorkmusic/,https://soundcloud.com/leahyork,,,,,Leah York (Loft)
lee-reynolds,Lee Reynolds,"Los Angeles, CA","A spirited English DJ who crossed the Atlantic to Los Angeles, Lee Reynolds found his calling in electronic music after a BMX career. He refined his craft at West Coast institutions like Moontribe and Lightning in a Bottle, and in 2011 co-founded Desert Hearts alongside Mikey Lion and Marbs. Known as Papa Lee, he brings a spiritual dimension to house, techno, acid, and breaks.",false,https://pub-d0e8a25adf7347f4aa8120dcaed15ac1.r2.dev/djs/a52e7f99-6a17-4e14-9a92-9bae7eb62d60.jpg,https://www.instagram.com/leereynolds_music/,,https://open.spotify.com/artist/02aQbgZ4VnG6raQsqNgd4p,,,https://deserthearts.us/artist/lee-reynolds,
levi-clark,Levi Clark,"Seattle, WA","Levi Clark is a longtime Shameless resident whose musical background runs wider than a single lane, pulling from rock, electronica, hip-hop, classical, blues, jazz, breaks, and techno. Early event listings already had him sharing stages with national headliners while sharpening a taste for dirty, body-moving electronic music. These days, his presence on Shameless lineups reads less like a booking note and more like infrastructure: someone who understands the room, the crew, and the culture from the inside. Levi brings the kind of resident energy every real party needs,flexible, grounded, and fully committed to making people dance.",true,https://pub-d0e8a25adf7347f4aa8120dcaed15ac1.r2.dev/djs/leviclark_1778792150132.jpg,https://www.instagram.com/leviclarkdj/,https://soundcloud.com/levi-clark,,,,,Levi Clark (Rooftop)
liz-somes,Liz Somes,,,false,,,,,,,,
lola-k,Lola K,"Seattle, WA","Lola K is a Seattle-based DJ and producer pushing bright, club-ready house with enough grit to keep it underground. Her releases and credits connect her to Late Night Munchies, Brainjack, and Paradise Music, placing her in a lane where local hustle meets proper dance-floor utility. Behind the decks she keeps things agile, moving through house, tech-house, and late-night rollers without losing the party thread. Lola K brings hometown voltage: polished enough to travel, raw enough to keep the room sweating.",false,https://pub-d0e8a25adf7347f4aa8120dcaed15ac1.r2.dev/djs/lola-k-bbd53a83.jpg,https://www.instagram.com/lolak.music/,https://soundcloud.com/lolak_music,,https://www.youtube.com/@Leahyorkmusic,,https://linktr.ee/leahyorkofficial,
lord-phatrick,Lord Phatrick,,,false,,https://www.instagram.com/djphatrick/,,,,,,
lorn,Lorn,,,false,,,,,,,,
lotus-drops,Lotus Drops,,,false,,https://www.instagram.com/lotus_drops/,,,,,,
